"","h1","h2","h3","inj12","inj3","fr","rep","sev"
"ZFP81",0,1,1,0,1,0,0,0
"EFNB3",0,0,1,0,1,1,1,0
"MMD",1,0,0,1,1,1,1,1
"HLF",1,1,1,0,0,0,1,0
"FAM162A",0,0,1,1,1,1,0,0
"RPL8",1,0,0,0,1,0,0,1
"GRM3",0,1,1,0,0,1,1,0
"SSBP2",1,1,1,0,0,0,0,1
"FANCL",1,1,1,0,0,1,0,0
"BRINP2",0,0,1,0,1,1,1,0
"GSTM5",0,0,0,1,1,0,1,1
"GSTM7",1,1,1,0,0,1,1,0
"GSTM3",1,0,1,0,1,0,1,1
"STAT3",0,0,0,1,1,1,0,1
"STAT5A",0,1,1,0,0,0,0,1
"CAVIN1",0,0,0,1,1,0,1,1
"MAP3K11",0,0,0,0,1,0,0,1
"AKT2",0,1,1,0,1,0,0,1
"DNAJA3",1,0,0,1,1,0,0,0
"HMOX2",0,1,1,0,1,1,1,0
"CDIP1",0,0,1,0,0,1,1,0
"MAP3K20",0,0,1,0,1,1,1,0
"CWC15",1,0,0,1,0,1,0,0
"COL5A3",0,0,1,0,0,1,1,0
"DNMT1",0,0,0,0,1,0,1,0
"PPAN",0,1,1,0,1,0,0,1
"ANGPTL2",1,0,0,0,1,1,1,1
"CACNA1E",0,0,1,0,0,1,1,0
"CACNA1B",0,0,0,1,1,1,1,0
"TRMT10A",0,0,0,0,1,0,0,1
"ETV1",1,0,0,1,0,0,1,0
"KIFC2",1,1,1,0,0,0,1,0
"PSAP",0,0,1,1,1,0,0,1
"IKBKG",0,0,1,1,1,0,0,0
"PAX2",0,0,1,0,0,1,1,0
"WARS2",0,0,1,1,1,1,0,0
"PHB2",0,0,0,1,1,0,1,1
"PTPN6",1,1,1,0,0,0,0,0
"ENO2",0,0,0,1,1,1,0,1
"EMG1",0,0,1,0,1,0,1,1
"LPCAT3",0,0,1,1,1,0,0,0
"ATP6V1F",1,0,0,0,1,1,0,1
"IL12B",0,0,0,1,1,0,1,0
"CLCN5",1,0,0,0,1,1,0,0
"CLCN3",0,1,1,0,0,0,1,1
"HIF3A",0,0,0,1,0,0,1,0
"GPX6",0,1,1,0,1,0,0,1
"PDE1C",0,1,1,0,0,1,1,0
"UTP20",0,1,1,0,1,0,0,1
"SPIC",0,1,0,0,1,0,0,1
"CUL3",0,1,0,0,0,0,0,1
"IL11",0,0,0,1,1,0,0,1
"LARGE1",0,0,0,1,1,1,1,1
"DDX56",0,0,1,1,1,0,0,1
"TMED4",1,0,0,1,0,1,0,0
"COL26A1",0,1,0,1,1,0,0,1
"BID",1,1,0,0,1,0,0,0
"RALB",1,0,0,1,1,1,0,0
"PPP1CC",0,0,1,1,1,0,0,1
"DNAJB11",1,0,1,0,0,1,0,1
"TBCCD1",1,1,1,0,0,0,1,0
"CLEC11A",1,1,0,0,1,1,0,1
"ZFP324",0,1,1,0,0,1,1,0
"GAB2",0,0,1,1,1,0,0,1
"CORO1C",0,0,0,1,1,1,0,1
"TAX1BP1",0,0,0,0,0,0,0,1
"CTSE",1,0,0,0,1,0,1,1
"NDRG2",1,0,0,1,1,1,0,1
"METTL17",1,1,1,0,0,0,1,0
"ARHGEF40",0,0,1,1,1,1,0,0
"PNPLA6",1,1,1,0,1,0,1,0
"MCOLN1",1,1,1,0,0,0,1,0
"ARHGEF18",1,1,1,1,1,1,0,0
"PKN2",0,0,0,0,0,1,1,1
"CD33",0,0,0,1,1,1,1,0
"ETFB",1,0,1,0,0,1,0,1
"NKG7",1,1,0,0,0,1,0,0
"STXBP2",1,1,1,0,0,1,1,0
"SGCE",0,0,1,1,1,0,1,0
"CHN2",1,1,0,0,1,1,1,0
"WWOX",0,0,1,0,0,1,1,0
"SLBP",0,0,1,0,1,0,0,1
"TYR",1,1,1,0,1,0,1,1
"GHRHR",0,0,1,0,0,0,0,0
"AQP1",0,1,1,0,0,0,0,1
"ARID3B",0,0,1,1,1,0,1,0
"CNN2",0,0,0,1,1,1,0,1
"POLR2E",1,1,1,1,0,1,0,1
"ABCA13",0,0,1,0,0,1,0,0
"MYO9B",0,0,0,0,1,1,0,1
"HDAC9",0,0,0,1,1,1,1,0
"LY9",0,0,0,0,0,1,1,1
"CD244",0,0,0,1,0,0,1,0
"ADGRE1",0,0,1,0,1,1,1,0
"MTFP1",1,1,1,0,0,0,1,0
"RAB23",0,1,1,1,0,0,1,0
"RAB11A",0,0,0,1,1,0,0,1
"EIF2B2",0,1,1,0,0,0,0,1
"DLST",1,1,1,0,0,0,1,0
"PGF",0,0,0,1,1,0,0,1
"ULK2",0,0,1,1,1,1,1,0
"DGKQ",1,1,1,0,1,0,0,1
"TMED11",0,0,0,0,0,1,1,1
"GRAP",0,0,1,0,0,0,0,1
"POU1F1",0,0,0,0,1,0,1,1
"CHMP2B",0,0,0,1,1,0,0,1
"PLOD3",0,0,0,0,1,1,1,1
"AP1S1",0,0,1,1,1,1,0,0
"MAPK13",0,0,1,0,1,0,0,1
"SRPK1",0,0,1,0,1,0,0,1
"PAX3",1,0,0,0,1,1,1,0
"LBR",1,1,1,0,0,0,1,0
"NES",0,0,0,1,1,1,0,1
"HAPLN2",0,0,1,0,0,0,0,1
"PRCC",0,0,1,0,1,1,1,0
"RRNAD1",1,1,1,1,1,0,0,0
"HDGF",0,0,1,0,0,1,0,1
"SLC25A18",1,1,1,0,0,0,1,1
"THOP1",0,0,0,0,1,1,0,1
"APBA3",0,1,1,0,0,0,0,1
"MATK",0,0,1,1,0,0,1,1
"PIAS4",1,1,1,0,1,0,1,0
"MAP2K1",0,0,0,1,1,1,1,0
"SGTA",1,1,0,1,1,0,0,1
"NMRK2",0,0,0,0,1,0,1,1
"TMEM242",1,1,1,0,1,0,0,0
"DTX2",0,0,0,0,1,1,0,1
"ZP3",0,0,1,0,0,0,0,1
"HSPB1",0,0,0,0,0,0,0,1
"RASA4",0,0,0,0,0,1,0,0
"SYT5",0,0,0,0,0,1,1,1
"HNRNPA2B1",0,0,0,0,1,0,0,1
"FXYD4",1,0,0,0,1,1,0,1
"CCDC130",0,0,1,0,1,0,0,1
"MRI1",0,1,0,1,1,1,0,0
"PRKACB",0,0,1,0,1,1,0,0
"SGSH",1,1,1,0,0,0,1,0
"CHD5",0,1,0,0,0,0,1,1
"CSTB",0,0,0,0,1,0,0,1
"SH2B2",0,0,1,0,1,1,1,0
"PEX5",0,0,1,0,1,0,0,1
"JKAMP",1,1,1,0,1,1,0,0
"CD44",0,0,0,0,1,1,0,0
"SLC1A2",1,1,0,0,0,1,1,0
"EIF2AK4",1,0,1,0,1,1,0,0
"WDR1",0,0,0,0,1,1,0,1
"SLC2A9",0,1,1,0,0,1,0,0
"WISP1",0,0,0,0,0,0,0,1
"NDRG1",1,0,0,1,0,0,1,0
"4930550C14RIK",1,0,0,0,0,1,1,0
"MAN2B1",1,1,1,1,0,0,0,0
"KLF5",0,0,0,1,1,1,0,1
"WDR83",1,1,1,1,1,0,0,0
"PRDX2",1,1,0,0,1,0,1,0
"POLR2A",1,0,1,1,1,0,0,0
"SENP3",0,1,1,0,1,1,1,0
"CORIN",0,1,1,0,0,0,0,0
"PLEKHA8",1,1,1,0,0,0,0,0
"G6PC2",1,0,0,0,0,0,1,1
"SPC25",0,0,0,0,0,0,1,0
"DNAH2",0,0,1,0,0,1,0,0
"RIPK4",1,0,0,1,1,0,0,1
"UFD1",1,1,1,0,1,0,0,0
"ZFP287",0,0,0,0,1,1,1,1
"PRLR",0,0,1,0,0,0,1,0
"LETM1",1,0,0,1,1,1,1,0
"UBQLN1",0,0,0,0,0,0,0,1
"FGFR4",1,1,1,0,0,0,0,0
"TXN2",0,1,1,1,1,0,0,0
"SLC1A6",0,0,0,0,1,0,1,1
"SLC1A3",0,0,0,0,1,1,0,0
"CRBN",1,1,1,0,0,1,0,0
"IL5RA",0,0,0,0,0,1,1,0
"MSH6",0,0,1,0,0,1,1,1
"FBXO11",0,0,1,0,1,1,0,0
"MLXIPL",0,1,1,0,0,0,1,0
"TBL2",0,0,0,0,1,0,1,1
"BUD23",1,1,1,0,0,0,0,1
"NID1",0,0,0,0,1,1,0,0
"MCM5",0,0,0,0,1,0,1,1
"HMOX1",0,0,0,1,0,0,0,1
"MPRIP",0,0,1,0,1,1,1,0
"CIC",1,1,1,0,0,1,0,0
"PAFAH1B3",0,0,0,0,1,1,0,1
"IL27RA",0,0,0,0,1,1,1,1
"PRKACA",0,1,1,1,1,1,0,0
"ASF1B",0,0,0,0,1,1,1,0
"MYL10",0,0,0,0,0,0,0,1
"DDX39",1,0,1,0,0,0,0,1
"DNAJB1",0,0,0,0,0,0,0,1
"MSH4",0,0,0,0,0,0,1,1
"USP40",1,0,1,0,1,1,0,0
"KBTBD4",1,1,0,0,1,1,0,0
"CELF1",0,0,0,0,1,1,1,0
"NDUFS3",1,1,1,0,1,0,1,0
"POR",0,1,1,1,1,0,0,0
"IGF1R",1,1,1,0,0,1,1,0
"INSR",1,1,1,0,0,0,1,0
"FCER2A",0,0,0,0,1,1,1,0
"CYP2A5",0,0,0,1,1,0,0,1
"ATP4A",1,1,1,0,0,1,0,0
"TRIM28",1,0,1,0,0,0,0,1
"UBE2M",1,1,0,0,0,1,0,1
"ADCY9",0,1,1,0,0,0,0,0
"MEF2C",1,0,0,0,1,1,0,0
"CTR9",0,0,1,1,1,0,0,1
"EIF4G2",0,0,0,0,1,0,0,1
"MRVI1",0,0,1,0,1,1,1,0
"PCYT1A",1,0,0,1,0,0,1,0
"ZFP592",0,1,1,0,0,0,1,0
"PSMD4",0,0,1,0,1,0,0,1
"TMOD4",0,1,0,0,0,1,1,0
"INSRR",1,1,1,0,0,1,1,0
"CABP5",0,1,0,0,1,1,1,0
"SNX6",1,1,1,0,0,0,1,0
"MTHFD2",0,0,1,1,1,0,0,1
"KIT",0,0,0,1,1,1,1,0
"TOMM40L",0,1,1,0,1,1,0,0
"APOA2",1,1,1,1,0,0,1,1
"PAN2",1,1,1,0,1,0,0,0
"CS",0,0,0,1,1,1,1,0
"AMPD3",0,0,0,1,1,1,0,0
"BCAS2",0,0,0,0,0,1,0,1
"SH2D1A",0,0,1,1,1,0,1,1
"CTCF",0,0,0,0,1,1,1,0
"PARD6A",1,1,1,0,0,0,0,1
"AGRP",0,0,0,1,1,1,1,0
"PVALB",1,1,1,0,0,0,0,0
"TFAP4",0,1,1,0,0,1,1,0
"RANBP1",0,0,0,0,1,0,0,1
"CD247",1,0,1,0,0,0,1,1
"RFX5",0,0,1,0,0,0,1,0
"PSMB4",0,0,0,0,1,0,0,1
"SLC30A4",0,0,0,1,1,0,0,1
"SQOR",1,0,0,1,1,0,0,0
"BLOC1S6",0,1,1,0,0,0,1,1
"METAP1",0,0,1,0,1,1,0,1
"GPR108",1,1,1,0,0,0,1,0
"GATA6",1,0,0,1,1,1,1,0
"RSL1D1",0,0,0,0,1,0,0,1
"CNGA2",0,1,1,0,0,0,0,1
"APC",0,0,0,0,1,1,1,0
"REEP5",0,0,1,0,1,0,0,1
"ERGIC3",1,0,0,1,0,1,0,0
"UQCC1",0,1,1,0,1,0,1,0
"SPO11",0,0,0,0,0,0,1,0
"NCOA2",0,1,1,0,1,0,1,1
"NR2C2",0,0,1,0,1,1,1,0
"NR2C1",1,1,1,0,1,1,1,0
"SMPD4",0,1,1,0,1,1,1,0
"PEX1",1,1,1,0,0,0,0,0
"KCTD20",1,0,1,0,0,1,1,0
"ITGAE",0,0,1,1,1,1,1,0
"CTNS",1,1,0,1,1,0,1,0
"P2RX5",0,1,1,0,0,0,0,1
"SHPK",1,1,1,0,0,0,1,0
"TRPV1",0,1,1,1,0,0,0,0
"EPHB3",0,0,0,0,1,1,1,1
"TUFT1",0,0,0,0,1,1,1,1
"RCN1",0,1,1,1,0,0,0,0
"DNASE1",1,1,0,0,0,0,0,1
"TRAP1",0,1,1,0,0,0,1,0
"NAA60",1,1,1,0,0,0,1,0
"1700037C18RIK",0,0,1,0,0,1,1,1
"ANKRD13D",0,0,1,0,1,1,1,0
"TPR",0,0,0,0,1,1,1,1
"PDC",0,0,1,1,1,0,1,0
"BC003331",1,1,1,1,1,0,0,0
"PRG4",0,0,0,0,0,0,1,1
"DHX34",0,0,1,1,1,0,1,0
"KPTN",0,1,1,0,0,0,0,1
"NAPA",0,0,0,0,1,0,0,1
"SRA1",0,0,0,1,0,0,0,1
"CALCOCO2",0,1,1,0,0,1,1,0
"ATP5G1",1,0,0,0,0,1,0,1
"SNF8",0,0,1,1,1,0,1,0
"TBCB",0,0,0,1,1,1,0,0
"INPP5K",1,1,1,0,0,0,0,0
"CRKL",0,1,1,0,1,0,0,1
"UPK3BL",0,0,1,0,1,1,0,0
"EPS8L1",0,1,0,0,0,1,0,1
"CLINT1",0,1,1,0,0,0,1,0
"PRSS16",0,1,0,0,0,1,1,0
"CDKAL1",1,1,1,0,0,0,1,0
"RHOX6",1,0,1,1,0,0,0,0
"HTRA1",0,0,0,1,1,0,0,1
"ZBTB17",0,0,1,0,1,1,1,0
"CLCNKB",0,0,0,1,1,0,0,1
"FAM131C",0,0,1,0,1,1,0,1
"FBLIM1",0,0,0,1,1,1,0,0
"HSPB7",0,0,1,1,1,1,0,0
"EPOR",0,1,1,0,1,0,0,1
"CCDC159",0,0,1,0,0,1,1,0
"MOB1B",0,0,1,0,1,0,1,1
"ATP6V1B1",1,1,1,0,0,1,0,0
"VAX1",1,1,0,0,1,0,0,0
"ATP6V1B2",0,0,0,1,1,0,0,1
"EPS15L1",0,1,1,0,1,1,1,0
"TEP1",0,1,1,0,1,1,0,0
"TTC5",0,0,1,0,1,1,0,0
"OSGEP",1,1,1,1,1,0,1,0
"AAMP",1,0,0,0,0,0,0,1
"TMBIM1",1,1,1,0,0,0,0,0
"ARPC2",0,0,0,1,1,1,0,1
"KMT2B",0,1,1,0,1,0,0,0
"ZBTB32",0,0,1,0,1,1,1,0
"UPK1A",1,1,1,0,0,0,0,0
"TMEM147",1,1,0,1,1,0,1,1
"RPS9",1,0,0,0,1,1,0,1
"TFPT",0,0,1,0,1,0,1,1
"SUSD2",1,1,1,0,0,0,0,0
"GGT5",0,1,1,0,0,1,0,1
"GGT1",0,1,1,0,0,0,0,1
"CRIP2",1,0,0,0,0,1,0,0
"CRIP1",1,0,0,0,1,1,1,0
"CBFA2T3",1,0,1,0,1,1,1,0
"FBLN1",0,0,1,0,0,0,1,1
"PGRMC1",1,0,1,0,0,1,0,1
"GCAT",1,1,0,0,0,0,1,0
"TEK",1,0,0,1,0,1,0,0
"MPL",0,0,0,0,1,1,0,1
"ELOVL1",1,1,0,0,0,0,0,1
"MED8",1,1,1,1,0,1,0,0
"CDC20",0,0,0,0,0,0,1,0
"ADAMTS4",0,0,0,0,1,1,0,1
"NECTIN4",0,0,1,0,0,0,0,1
"PFDN2",0,0,0,0,0,0,0,1
"RNF114",0,1,1,0,0,1,0,0
"C330007P06RIK",0,0,0,1,1,1,1,1
"NEURL1A",0,0,0,1,1,1,0,0
"SRM",0,0,0,1,1,0,0,1
"EPHA2",0,0,0,1,1,1,0,1
"ACTN3",0,0,0,0,1,0,0,1
"A530013C23RIK",0,0,1,1,1,0,0,1
"ZDHHC24",0,0,1,0,1,1,1,0
"BBS1",1,1,1,0,0,1,1,0
"SLC34A3",1,0,0,0,0,0,1,0
"NDOR1",0,0,0,1,1,0,0,1
"NSMF",0,0,1,1,1,1,0,0
"PRL7A1",0,0,1,0,0,0,1,0
"PRL8A9",0,1,1,0,0,0,0,0
"PDK1",1,1,0,0,1,1,0,1
"PTBP1",0,0,0,0,1,0,0,1
"MVD",1,1,1,0,0,0,0,0
"CYBA",1,0,0,0,0,1,0,1
"ITIH3",0,0,1,0,0,1,1,0
"TMEM110",0,0,1,0,1,1,1,0
"SFMBT1",0,0,1,0,1,0,1,0
"ITIH1",0,0,1,0,0,0,1,0
"IHH",0,0,1,0,1,0,0,1
"PRKAG3",1,0,1,0,0,0,1,0
"ATP7B",0,1,1,0,0,0,0,0
"DEFB2",0,0,0,0,0,1,0,1
"SLC4A1",1,1,1,0,0,1,1,0
"RUNDC3A",0,1,1,0,0,1,0,1
"SLC4A3",0,0,0,1,0,1,0,0
"RUNX1T1",0,0,1,0,0,0,0,0
"SNAI3",0,0,0,0,1,0,0,1
"APRT",0,0,0,1,1,0,0,1
"GTF2H1",0,0,0,0,1,0,0,1
"HFE",0,0,0,0,1,0,1,1
"SLC5A6",0,1,1,0,0,0,0,1
"NPHS1",1,0,0,0,0,0,1,1
"APLP1",0,0,0,0,0,1,0,0
"QRICH1",0,0,1,1,1,0,1,0
"P4HTM",0,0,0,0,1,1,1,1
"USP19",0,0,0,0,1,0,1,1
"POLA1",0,0,0,0,1,1,1,0
"CDC42",0,0,0,0,1,1,0,1
"PKNOX1",0,1,1,0,1,0,0,1
"D130043K22RIK",0,1,1,0,0,0,0,1
"GMNN",0,0,1,0,0,0,1,1
"ACOT13",1,1,1,0,0,0,1,1
"ZFP184",0,0,0,0,1,1,1,0
"CYP27B1",1,0,0,0,0,1,1,0
"CDK4",1,0,0,1,0,1,0,0
"B4GALNT1",0,0,0,0,1,1,0,1
"METTL1",1,1,0,1,0,0,0,0
"TSPAN31",0,0,0,1,1,1,0,1
"KIF5B",0,0,1,0,1,0,0,1
"SAAL1",0,1,1,1,1,0,1,0
"TPH2",0,0,0,0,0,0,1,1
"KRT23",0,0,0,1,1,0,0,1
"CNP",0,1,1,0,0,1,0,0
"TTC25",0,0,1,0,0,1,0,0
"SULF2",0,0,1,0,1,1,0,1
"SOD2",1,0,1,0,0,0,0,1
"TMCO6",0,1,1,0,0,0,1,0
"STAMBP",1,1,1,0,1,0,0,0
"EZH1",1,1,1,1,1,1,1,0
"HAP1",0,0,0,0,1,1,0,1
"P3H4",1,0,0,0,1,1,1,0
"CTNNB1",0,0,0,0,1,0,0,1
"EIF1B",1,0,1,0,0,1,1,1
"CHRD",0,1,1,0,0,1,1,0
"PSMD2",0,0,0,0,1,0,0,1
"SYNGR3",0,1,1,0,1,1,0,0
"VARS",0,0,0,0,1,1,1,0
"VWA7",0,0,1,0,1,1,0,1
"HSPA1L",0,0,1,0,0,0,1,1
"SLC44A4",1,1,1,0,0,0,0,0
"MSH5",0,0,0,0,0,1,1,0
"ABHD16A",1,0,0,1,0,1,0,0
"NEU1",1,1,1,0,0,0,1,1
"DDAH2",0,0,0,0,1,1,0,1
"CLIC1",0,0,0,1,1,1,0,1
"LSM2",0,0,0,1,1,1,0,1
"POLE",0,0,0,0,1,1,1,0
"ATP1A2",0,0,1,0,1,1,1,0
"ATP1A4",0,0,0,1,1,1,0,0
"CASQ1",0,1,1,0,0,0,1,1
"STX1A",0,1,1,0,0,1,1,0
"SCUBE2",0,0,0,1,1,0,1,1
"MRPL49",1,1,1,0,1,0,0,0
"DENND2C",0,0,1,0,1,0,0,1
"MARK3",0,0,1,0,1,0,0,1
"GATAD1",0,1,1,0,0,0,1,1
"M6PR",0,0,0,1,0,0,0,1
"LRRC8A",0,0,0,1,1,0,0,1
"PPP2R1A",0,1,0,1,1,0,0,1
"FANCE",1,1,1,0,1,0,0,0
"TINF2",0,0,1,0,1,0,1,1
"TSSK4",1,0,1,0,0,1,1,0
"DUS3L",1,1,1,0,0,0,0,0
"GTPBP3",0,1,1,0,0,1,1,0
"TGFBR1",0,0,0,0,1,1,0,1
"HOMER1",0,1,0,0,1,0,0,1
"RAD51C",0,0,1,0,0,1,1,0
"GABRB2",0,0,1,0,1,1,0,1
"CAV1",1,0,0,0,0,1,1,1
"ARPP19",0,0,1,0,0,0,0,1
"BCL2L1",0,0,0,1,1,1,0,0
"KHSRP",0,0,0,1,1,0,0,1
"CCDC124",1,0,0,1,0,1,0,1
"CCT4",0,0,0,0,1,1,0,1
"0610009B22RIK",1,0,1,0,0,1,0,0
"CPT1C",0,0,0,0,1,1,1,0
"TWIST2",0,0,0,0,1,1,1,0
"ZFP655",1,1,1,0,1,0,0,1
"RHOA",0,0,0,0,1,1,1,0
"ZMIZ1",0,0,1,1,0,1,1,0
"ANKRD26",1,1,1,0,0,1,1,0
"ALDH16A1",1,1,1,0,0,0,0,0
"HNRNPA0",1,0,0,0,1,0,0,1
"PRRG2",0,1,1,0,0,0,0,1
"HNRNPH1",0,0,0,0,0,0,0,1
"IFT43",0,0,1,0,1,1,1,0
"ID3",0,0,0,0,0,0,0,1
"ARID1A",0,0,1,1,0,1,0,1
"CRLF1",0,0,0,0,1,1,1,1
"CTSD",0,0,0,1,1,0,0,1
"RPLP1",1,0,0,0,1,0,1,0
"HMGCLL1",0,0,0,0,1,1,1,0
"ABHD8",1,1,1,0,0,1,1,0
"IFT22",1,1,1,0,1,1,0,0
"FZD3",0,0,0,1,1,1,0,1
"1700008O03RIK",0,0,0,0,1,1,1,1
"MID1IP1",0,0,0,1,0,1,1,1
"AP2S1",1,0,0,1,1,1,0,1
"FGFRL1",0,0,0,0,1,1,1,1
"4930432K21RIK",0,0,0,0,0,1,1,0
"FHL2",0,0,0,0,1,1,0,1
"EMC10",1,0,0,1,0,1,0,0
"CLSTN3",0,1,1,1,0,0,1,0
"FBXW9",0,0,1,1,1,1,0,0
"SPIB",0,0,0,0,1,1,0,0
"FNBP4",0,1,0,0,1,0,1,0
"CERS4",0,0,0,0,1,1,0,0
"SCRN3",1,1,1,0,0,0,1,0
"PHAX",1,1,1,1,0,0,0,0
"TLE1",0,0,0,1,1,1,0,1
"1700109H08RIK",0,0,1,1,1,0,0,0
"RELT",0,0,0,0,1,0,0,1
"SNRPB2",1,0,0,1,1,1,0,1
"UBC",0,0,0,0,0,0,0,1
"PRPF31",0,0,1,0,1,1,1,0
"SERTAD1",0,0,0,1,1,0,0,1
"CARHSP1",0,0,0,1,1,0,0,1
"ELK3",0,0,0,0,1,1,0,0
"HERPUD2",0,0,0,0,1,1,0,1
"RDH13",0,0,0,1,1,0,1,0
"ADAM21",0,1,1,0,0,1,1,0
"NUTF2",0,0,0,1,1,1,0,1
"FUT1",0,0,0,0,1,1,1,0
"ARPC5",0,0,0,0,1,0,0,1
"RNF151",1,1,0,1,1,0,0,0
"ELAVL2",0,0,0,0,0,1,0,1
"POU2F2",0,1,1,0,1,0,1,1
"MGST1",0,0,0,0,1,1,1,1
"NFIB",0,1,1,0,0,1,0,0
"HTR3B",0,1,1,0,0,1,1,0
"RAB25",1,0,1,0,1,0,1,1
"UBQLN4",0,0,1,0,1,0,0,1
"RBFOX1",1,0,0,0,0,1,1,0
"RPS18",1,0,0,0,1,0,0,1
"RPL10",1,0,0,0,1,0,0,1
"RPS15A",1,0,0,0,1,1,0,1
"NCAPH2",0,0,0,1,1,1,0,1
"HIPK1",0,0,0,0,1,0,0,1
"GPRC5B",0,0,1,0,1,1,0,1
"MAN1A2",0,0,1,0,1,1,0,1
"CEACAM5",1,1,0,1,1,0,1,0
"ACYP1",1,1,1,0,0,0,1,0
"CD163",0,0,1,1,1,0,1,0
"HDAC5",0,1,1,0,0,1,0,1
"RALA",0,0,0,0,1,1,0,0
"CLEC3A",1,1,0,0,1,0,0,1
"VDAC3",0,0,1,1,1,1,0,0
"SLC1A7",0,1,0,0,0,0,1,1
"VPS72",1,1,1,1,1,1,0,0
"GABPA",1,1,1,0,1,0,1,0
"BMP7",1,1,0,0,0,0,1,0
"DYNLL1",0,0,0,0,1,0,1,1
"PDCL",0,0,1,0,1,0,0,1
"TMEM184B",0,0,0,1,1,1,0,1
"RSPH14",1,0,1,0,0,1,1,0
"NF2",0,1,1,1,1,1,1,0
"CABP7",1,1,1,0,0,1,0,0
"ZMAT5",1,1,1,0,0,0,1,0
"EWSR1",0,0,1,0,1,0,1,0
"AP1B1",1,1,0,1,1,0,1,0
"DERL3",1,0,0,0,0,0,1,0
"GSTT4",0,1,1,0,0,0,1,1
"GNAT2",0,0,1,1,1,0,0,1
"BCL2L13",1,1,1,0,1,1,0,0
"2610028H24RIK",0,0,1,0,0,0,1,1
"SPATC1L",1,1,1,0,0,0,1,0
"DQX1",0,1,1,0,0,0,1,0
"CCL8",1,1,1,0,0,1,1,0
"LNPK",0,0,1,0,1,0,1,0
"PRR29",0,0,0,0,1,1,0,1
"FAM163B",0,0,1,0,0,1,0,0
"TRPM5",0,1,0,0,1,0,0,0
"ASCL2",0,0,0,0,1,0,1,1
"RARRES2",1,1,1,0,0,0,1,0
"PTTG1IP",0,0,0,0,1,1,0,1
"TRPM2",0,1,1,0,1,0,1,0
"UBE2G2",0,0,0,0,1,0,0,1
"MPO",0,1,0,0,1,1,1,0
"LPO",0,0,0,0,1,1,0,0
"MET",0,1,1,0,1,1,0,0
"SLC16A12",1,1,0,1,0,1,1,0
"SYN2",1,0,0,0,0,1,1,0
"ELK1",1,0,1,0,1,0,1,0
"NAV1",1,0,0,1,0,1,1,0
"TNPO1",0,1,1,0,0,1,1,0
"OTOG",0,0,0,1,1,0,0,0
"RNMT",0,0,1,1,1,1,0,1
"KCNQ1",0,0,0,0,1,1,0,1
"SRP14",0,0,0,0,0,0,0,1
"CDK9",0,0,1,0,1,0,0,1
"TOR2A",0,0,1,1,1,1,1,0
"FPGS",1,1,1,0,0,0,0,0
"MKL2",0,0,0,0,1,1,1,0
"CBX5",0,0,0,0,1,1,1,0
"ODAM",0,0,1,0,0,0,1,1
"APOBEC3",0,0,0,0,0,1,0,0
"SARDH",1,1,1,0,0,0,0,0
"VAV2",0,1,0,1,1,1,1,0
"TEX15",0,0,0,0,1,1,1,1
"PPP2CB",0,0,0,0,1,1,0,1
"G0S2",0,1,1,1,0,0,0,1
"DMAP1",0,0,1,0,1,0,1,1
"PLA2G12B",0,0,1,0,0,1,1,0
"MCU",0,0,0,1,1,0,1,0
"OIT3",0,0,0,1,0,1,0,1
"TEX11",0,1,1,0,1,0,1,1
"BCR",1,0,0,0,0,1,1,0
"FXYD5",1,0,1,0,1,0,0,1
"KCND1",0,0,1,0,0,1,1,0
"TFCP2",1,1,1,0,0,0,1,0
"POU6F2",0,1,1,0,0,0,0,1
"POU6F1",1,1,1,0,0,0,0,0
"UBP1",0,0,1,1,1,1,0,0
"NUAK2",1,0,0,1,1,0,1,0
"ICK",0,0,1,0,0,1,0,0
"SDHB",1,1,1,0,0,0,1,0
"COX4I2",0,0,0,1,1,0,0,1
"SNAP47",1,1,1,0,0,0,1,0
"WNT3A",0,0,1,0,1,0,1,0
"KDSR",0,0,0,1,1,0,0,1
"VPS4B",0,1,1,1,0,0,0,1
"RPS25",1,0,0,0,0,1,0,1
"NXF2",0,1,0,0,0,1,0,0
"TAZ",1,1,1,0,0,0,1,0
"KIF19A",0,0,0,0,0,1,0,1
"ALDH3A2",1,1,1,1,1,0,0,0
"ZMYND10",1,1,1,0,0,0,0,1
"TMEM115",0,0,0,0,1,0,0,1
"HYAL2",1,1,1,0,0,0,0,1
"IFRD2",1,1,0,1,0,1,0,0
"HYAL1",0,0,1,0,0,0,0,1
"TUSC2",1,1,1,0,1,0,0,1
"NPRL2",1,1,1,0,0,0,0,1
"SLC38A3",0,0,1,0,0,0,0,0
"CACNA2D2",0,0,1,0,1,0,1,0
"RASSF1",0,0,0,1,1,0,0,1
"EPN3",0,0,0,0,1,1,0,1
"SLC3A2",0,0,0,1,1,0,0,1
"NXF1",0,0,1,0,0,0,0,1
"STX5A",0,1,1,0,0,0,0,1
"SLC47A1",1,1,1,0,0,0,1,0
"PIFO",1,0,0,0,0,1,1,0
"TNFRSF13B",0,0,0,0,1,1,1,0
"PROX1",1,1,1,0,0,1,0,0
"2610507B11RIK",1,1,1,0,0,1,1,0
"AI597479",0,0,1,0,1,1,1,1
"TMEM86A",1,1,1,0,0,0,1,1
"TEX14",0,0,0,0,0,0,0,1
"IFI35",0,1,0,0,0,1,1,0
"RDM1",0,1,1,0,0,0,1,0
